"alfa","alfa_std","alfa_ordinal","omega","omega_ordinal","alfa_cobre","alfa_amplitude","alfa_std_cobre","alfa_std_amplitude","alfa_ordinal_cobre","alfa_ordinal_amplitude","omega_cobre","omega_amplitude","omega_ordinal_cobre","omega_ordinal_amplitude"
0.860202832961894,0.860402838143114,0.884577429216251,0.861631219981973,0.885466916046812,0,0.09,0,0.091,1,0.085,0,0.088,1,0.083
0.85897925113284,0.859147068199755,0.8842113777733,0.86026131040424,0.88530782007127,0,0.09,0,0.09,1,0.083,0,0.089,1,0.083
0.873100911310827,0.873153117657107,0.898072086282228,0.873633959787331,0.898528771344995,1,0.081,1,0.081,1,0.076,1,0.079,1,0.075
0.874033377190805,0.874422271711005,0.899364883457514,0.875860341638127,0.900699560126895,1,0.083,1,0.084,1,0.075,1,0.082,1,0.073
0.863005887398628,0.863708041903112,0.888007100495803,0.863993086522087,0.888303911965697,0,0.078,0,0.077,1,0.071,0,0.077,1,0.071
0.886767526162538,0.887672497257862,0.904999265644641,0.888290456085015,0.905402466184942,1,0.07,1,0.07,1,0.066,1,0.068,1,0.066
0.880373711655691,0.88012936381417,0.897975167934751,0.881219895877725,0.89907952210755,1,0.072,1,0.072,1,0.069,1,0.07,1,0.068
0.90807793282353,0.90841911383132,0.931412298265107,0.90947017912804,0.932094935411348,1,0.065,1,0.065,1,0.059,1,0.064,1,0.058
0.875314290891793,0.875000102269155,0.897670899349119,0.876077517820215,0.898756376932273,1,0.073,1,0.073,1,0.068,1,0.072,1,0.068
0.889281014146731,0.889484332141201,0.907158488887206,0.890586037193938,0.908102247441235,1,0.063,1,0.062,1,0.059,1,0.063,1,0.057
0.857760598080027,0.856656233351602,0.885437858324772,0.859445603879113,0.887532441773745,1,0.098,1,0.098,1,0.089,1,0.097,1,0.087
0.883656943654388,0.883611064955936,0.896595603553625,0.883971460761197,0.896880900752667,1,0.078,1,0.079,1,0.076,1,0.078,1,0.078
0.888716628205014,0.88874885914312,0.906200412960855,0.889214106443878,0.906535913134169,1,0.067,1,0.067,1,0.062,1,0.067,1,0.061
0.874165767589295,0.874114687143597,0.892493742467497,0.874767456044551,0.893330758132537,1,0.075,1,0.075,1,0.069,1,0.074,1,0.069
0.858541355224496,0.859235691713718,0.880630635250913,0.859984938142877,0.881387660633098,0,0.091,0,0.091,1,0.083,0,0.09,1,0.084
0.862240333962827,0.862252839250095,0.888250420529525,0.862680015272381,0.888753179705879,0,0.087,0,0.086,1,0.079,0,0.086,1,0.079
0.86852505247226,0.868937409894232,0.893780150745509,0.870251019945037,0.894682156774798,1,0.084,1,0.085,1,0.079,1,0.083,1,0.076
0.848452462380301,0.850205597920231,0.876862781298157,0.851096854462632,0.877480750213244,0,0.092,0,0.096,1,0.088,0,0.095,1,0.09
0.885782572041479,0.885921305692203,0.906458646055328,0.887317491885921,0.907545959367406,1,0.07,1,0.072,1,0.068,1,0.07,1,0.066
0.875053516201562,0.875247811206541,0.897295952595793,0.8769099234497,0.898682272954758,1,0.08,1,0.08,1,0.076,1,0.077,1,0.073
0.88500391575888,0.885216415463863,0.906944820161375,0.886222276123044,0.907767281339277,1,0.066,1,0.067,1,0.06,1,0.065,1,0.059
0.848192441764331,0.84782057284256,0.873914723850265,0.848911867798036,0.874922600177919,0,0.092,0,0.093,1,0.087,0,0.093,1,0.088
0.878115258841416,0.878655267283788,0.905204727194169,0.879498900981609,0.905797718899387,1,0.078,1,0.079,1,0.07,1,0.078,1,0.07
0.878397652116888,0.878567338372578,0.900501843441594,0.879010794165179,0.900975581070677,1,0.077,1,0.077,1,0.07,1,0.076,1,0.07
0.916057450021019,0.916238641066386,0.935217810292548,0.916788237188362,0.935642766684977,1,0.055,1,0.055,0,0.052,1,0.054,0,0.051
0.891529563326981,0.891707132199606,0.912880441006474,0.892821809009853,0.913762045600067,1,0.068,1,0.069,1,0.064,1,0.067,1,0.062
0.895969887455624,0.896041804305607,0.918483201594331,0.896301534173613,0.918733833216147,1,0.068,1,0.068,1,0.061,1,0.067,1,0.061
0.824219489120151,0.824665321158752,0.84991275523343,0.825500408503362,0.850947028934337,0,0.108,0,0.107,0,0.103,0,0.107,0,0.103
0.83507556675063,0.835280385148492,0.860567792504347,0.835553465183976,0.860787264587057,0,0.107,0,0.109,1,0.106,0,0.11,0,0.103
0.830117790414297,0.83029548459603,0.851706871598358,0.832900112407582,0.854307849478434,0,0.1,0,0.101,0,0.098,0,0.1,0,0.093
0.844261081028948,0.846189124689042,0.871421349931272,0.847507721953202,0.872698657458586,0,0.095,0,0.093,1,0.087,0,0.09,1,0.084
0.812193222578818,0.812590406966023,0.836541468999149,0.815050412419424,0.839349069381414,0,0.123,0,0.122,0,0.12,0,0.122,0,0.117
0.849041071956563,0.848624360984214,0.875464417275921,0.85306928404608,0.879265920305289,0,0.097,0,0.096,1,0.089,0,0.089,1,0.085
0.895840992647059,0.896161160183758,0.914895163773115,0.896489739948708,0.915314341541665,1,0.068,1,0.068,1,0.064,1,0.067,1,0.063
0.903067911853854,0.903390786523071,0.920747034476449,0.905026187770767,0.922177520852234,1,0.055,1,0.055,1,0.051,1,0.052,1,0.05
0.852057648604203,0.852310503126391,0.87556452569448,0.852581455382409,0.875811072132782,0,0.088,0,0.086,1,0.081,0,0.085,1,0.081
0.866715486520354,0.868122982083877,0.890195731070277,0.869702682579167,0.891355765296873,1,0.082,1,0.081,1,0.076,1,0.08,1,0.074
0.858348557169697,0.85835897738202,0.884428874316914,0.858877972859416,0.884878981283935,0,0.092,0,0.093,1,0.087,0,0.091,1,0.085
0.890381539404913,0.891595087137011,0.914439942896157,0.891754856811256,0.914511881763177,1,0.073,1,0.074,1,0.067,1,0.073,1,0.066
0.875735257848916,0.875836483961619,0.902291228051049,0.876201274992988,0.902598504203636,1,0.092,1,0.092,1,0.084,1,0.09,1,0.081
0.881741476895053,0.881771162107164,0.908335750829788,0.883650958903049,0.909543265786588,1,0.08,1,0.08,1,0.073,1,0.077,1,0.07
0.860348999867262,0.860654078229454,0.883479697707775,0.861408368362941,0.884206314026366,0,0.089,0,0.089,1,0.082,0,0.089,1,0.081
0.874440901573619,0.875022559706032,0.89834113456654,0.875540207273669,0.898840731909611,1,0.084,1,0.083,1,0.077,1,0.082,1,0.075
0.867698094037287,0.868514637300179,0.893888512870369,0.869225369718723,0.894415684401267,1,0.095,1,0.093,1,0.09,1,0.092,1,0.086
0.854675110202928,0.854811654241614,0.877103451972368,0.854979300477986,0.877283751722996,0,0.096,0,0.095,1,0.091,0,0.096,1,0.092
0.861647413092431,0.861954312575802,0.885824180979048,0.862164259978304,0.886014470420956,1,0.092,1,0.094,1,0.089,1,0.092,1,0.087
0.88213827542383,0.882433406221901,0.905021485536829,0.882804914872591,0.905522690822132,1,0.081,1,0.082,1,0.076,1,0.084,1,0.076
0.830571783627819,0.830634425973724,0.856567720265397,0.831329350711746,0.857101914553603,0,0.108,0,0.108,1,0.101,0,0.107,1,0.102
0.88979965658691,0.890119195721077,0.911781002023686,0.890303931778882,0.912005884594439,1,0.071,1,0.071,1,0.065,1,0.071,1,0.065
0.887033759549836,0.887425146352103,0.909499725232516,0.887676778942518,0.909811587812818,1,0.074,1,0.073,1,0.067,1,0.072,1,0.066
0.885007791379901,0.885503156378078,0.909143791098544,0.885807952273691,0.90938130546064,1,0.079,1,0.078,1,0.07,1,0.077,1,0.069
0.87385144320637,0.873541371950865,0.893700435141686,0.874893740657071,0.894855597586067,1,0.069,1,0.069,1,0.063,1,0.067,1,0.062
0.867020013019106,0.867881983070907,0.892150454378842,0.869073609648018,0.893067071243595,1,0.086,1,0.085,1,0.078,1,0.082,1,0.077
0.89398646241539,0.894358823139404,0.91378587818892,0.894536346653077,0.914067075997247,1,0.065,1,0.065,1,0.061,1,0.065,1,0.06
0.896721101102796,0.896683587860838,0.917957294542152,0.897087904862523,0.918256327433921,1,0.063,1,0.063,1,0.058,1,0.063,1,0.058
0.878740795882095,0.878738512605869,0.898475394391363,0.87945565572568,0.899231560590806,1,0.069,1,0.069,1,0.062,1,0.067,1,0.061
0.847729468936093,0.847688933018154,0.872402067413295,0.849299541648746,0.874012764215204,0,0.099,0,0.099,1,0.092,0,0.099,1,0.09
