"estimativa","ic_normal_cobre","amplitude_ic_normal","ic_boot_cobre","amplitude_ic_boot"
-0.0408695282012253,1,0.175090481785222,1,0.18078635300373
-0.0236836283272099,1,0.175283557527855,1,0.179152419202705
-0.0302376059555543,1,0.175222053974453,1,0.168010810820897
0.0771039056952393,1,0.174346502300983,1,0.174575243195348
0.0168748712122478,1,0.175331617448373,1,0.180109940717348
0.0429793922866191,1,0.175059692883003,1,0.16985051704514
-0.0790156508326441,1,0.174294555535565,1,0.180124902871769
-0.0274723171627353,1,0.175249827247585,1,0.172361383456984
-0.0293349882792136,1,0.175231412054947,1,0.166318277767935
-0.0719188395330294,1,0.174480987500566,1,0.162272023097472
0.0684569161908893,1,0.174565568532733,1,0.178414636111627
-0.0346775942749495,1,0.175171893019027,1,0.178046425011984
-0.0110523673137598,1,0.175359916354158,1,0.169695902519259
-0.0284525082075817,1,0.175240287187871,1,0.176630175429273
-0.064656238702191,1,0.174653621117472,1,0.174200622241453
-0.00176749860324466,1,0.175380631603754,1,0.184223666201004
0.0240139988307898,1,0.175280815118127,1,0.18108738307422
0.00968344196813547,1,0.175364856411356,1,0.182477097238332
0.0517831783666238,1,0.17491449778947,1,0.177553768280147
-0.0326842038770473,1,0.175195262233757,1,0.167400156704398
0.000130127257275488,1,0.175381172343495,1,0.174627197937284
-0.03827322699988,1,0.175126242584068,1,0.175686683242514
-0.0112824760597929,1,0.175359021922068,1,0.173845298604255
-0.0555460141954313,1,0.174844209513054,1,0.180369524225333
0.00146544587926048,1,0.175380801549979,1,0.172700994242393
-0.00373520530124246,1,0.17537874722991,1,0.181585118500503
-0.0715880206563536,1,0.174489250311888,1,0.175497957405147
0.0156959977085501,1,0.175338299792346,1,0.177132196625602
-0.0351792722745928,1,0.175165793819957,1,0.17803373796346
-0.032313934995007,1,0.175199450706494,1,0.169438713142473
0.00620652129375789,1,0.175374471396539,1,0.172327974466615
0.0508707850957338,1,0.174930798475977,1,0.165518351184514
-0.0011738019270958,1,0.175380935506438,1,0.174799082362293
-0.0852067620260785,1,0.174117594915064,1,0.176974244038552
-0.0820968996362494,1,0.174208152300643,1,0.176261346676507
-0.0464383675858423,1,0.175005864030831,1,0.174358058912284
-0.0222741801504233,1,0.175294830604383,1,0.174580956512758
-0.042999212442166,1,0.175059396304071,1,0.180234858686873
0.0186857172766174,1,0.175320410610425,1,0.167935956030038
-0.0529107450618436,1,0.17489395248784,1,0.174575341470121
0.0553076561486943,1,0.174848808168979,1,0.184665585995468
-0.0166195683480134,1,0.175333105646584,1,0.180367305874484
-0.00964283348869818,1,0.175364992994158,1,0.173628666146129
-0.0480642865110809,1,0.174979122374024,1,0.182158491510016
0.00753679121770496,1,0.175371289676123,1,0.166936356784113
-0.0710405606200702,1,0.174502840437022,1,0.175038883543392
-0.0835110924629307,1,0.174167389292685,1,0.176909771336365
-0.00748995477112036,1,0.175371412160236,1,0.170543545778508
-0.0440233170794238,1,0.175043886040262,1,0.170284948296402
0.0137832539785058,1,0.175348112869225,1,0.178195696698064
-0.0536312885293337,1,0.174880591744406,1,0.175881923784731
-0.0774835463846888,1,0.174336287794249,1,0.177991654062554
0.0641149856813916,1,0.174665751579694,1,0.169432221406065
-0.015700476132463,1,0.175338275322106,1,0.164579904840473
-0.00806574865559412,1,0.175369853370243,1,0.181272303267661
0.000950867203815646,1,0.17538101793914,1,0.177168942005696
-0.0331554860314709,1,0.175189862075188,1,0.178572720641764
0.0332385909188457,1,0.175188901804294,1,0.176100731477224
0.0495752062467384,1,0.174953447203696,1,0.183391580675398
0.0288518110578928,1,0.175236304963246,1,0.178004952215438
-0.102826095092113,0,0.173540943621786,0,0.181618901110571
0.0197932897766981,1,0.175312993598161,1,0.164242799950303
0.0192705998917849,1,0.175316547067978,1,0.183821131628911
0.0240494985883004,1,0.175280518173743,1,0.171185414899553
0.00658028970019013,1,0.175373639641176,1,0.171883774299548
0.0556591691067701,1,0.174842019485441,1,0.1781237068832
0.0545327232453994,1,0.174863622320235,1,0.16569154820731
0.0048051108381874,1,0.175377157036284,1,0.170809561886914
0.0184964255793499,1,0.175321635505225,1,0.175303242487369
-0.0266561633518613,1,0.175257515599327,1,0.174540098783964
-0.00645313993357929,1,0.175373928047689,1,0.17105389524573
0.0760879209685254,1,0.174373591269263,1,0.176062692093285
-0.0695631378713509,1,0.174538995160428,1,0.177669124985236
-0.0086182820825664,1,0.175368249052061,1,0.183772480843519
0.0124567451801799,1,0.175354170539161,1,0.168936294060922
0.0336511014367606,1,0.175184099693253,1,0.171914203099828
0.0733400850845669,1,0.174445055807449,1,0.173114900157656
0.0219645887261806,1,0.175297214162385,1,0.176330940082958
0.060522557282478,1,0.174743679567635,1,0.186057089548495
0.00440307706488691,1,0.175377801305462,1,0.17031172505364
0.0569057669558111,1,0.17481759748894,1,0.172910517659145
0.0361193946471766,1,0.175154128281501,1,0.177471964727299
0.00934524361979324,1,0.175365976394224,1,0.179034762472444
-0.0244995741647702,1,0.175276715397044,1,0.185129336866884
-0.0240716248239407,1,0.175280332872787,1,0.177077583088663
-0.0441925966038657,1,0.17504128710858,1,0.187097110302755
-0.0245843835412046,1,0.175275990931111,1,0.166013405412384
0.0305970438866883,1,0.175218248475557,1,0.16350733444345
-0.0548618265018101,1,0.174857356493957,1,0.179936316570935
0.0354577385347438,1,0.175162370529665,1,0.174592394606903
-0.0239801981436488,1,0.175281097442652,1,0.167102351866628
-0.00528817643882499,1,0.175376308501951,1,0.170399208957492
0.00445076972244079,1,0.175377727817846,1,0.171928680705619
