"estimativa","ic_normal_cobre","amplitude_ic_normal","ic_boot_cobre","amplitude_ic_boot"
0.190977669477968,1,0.169031997330975,1,0.189300527904611
0.177298106562289,1,0.169909205538873,1,0.192818832091278
0.169048154786652,1,0.170406705272908,1,0.179835992247046
0.303816251502472,0,0.159305809270176,0,0.181623412962598
0.220627363062563,1,0.166906719091004,1,0.207930043894699
0.243255763586456,1,0.165078394999043,1,0.181397397246797
0.133842434279227,1,0.172263161841342,1,0.186974580643451
0.216955036536774,1,0.167186585932226,1,0.188043675194016
0.181151198849128,1,0.169668723718202,1,0.179672025118173
0.15783937555515,1,0.171044624695436,1,0.188052172100249
0.253867150309629,1,0.164159471478179,1,0.184508139239182
0.142455777673951,1,0.171848868508705,1,0.200030565748154
0.189542260664936,1,0.169127107145089,1,0.187385892866794
0.171683278280103,1,0.170250376986828,1,0.187689864774125
0.14174910181865,1,0.171883832191303,1,0.184260585424391
0.185699930845649,1,0.16937816394004,1,0.190161464416311
0.235380195458971,1,0.165734994337337,1,0.189717241583629
0.19076247809071,1,0.169046301630277,1,0.184310489752316
0.267481797850556,1,0.162922898676012,1,0.178699313977817
0.158930995473827,1,0.170984422257735,1,0.19538002781362
0.182448431871767,1,0.169586595440528,1,0.184185824071374
0.150962997617527,1,0.171414308301543,1,0.186695042431373
0.197258264287081,1,0.168607398502284,1,0.188389080562205
0.158701588247461,1,0.170997108445212,1,0.185204880019561
0.196205905600752,1,0.168679502281585,1,0.170641777177118
0.179011699356065,1,0.169802894607052,1,0.192394688041079
0.122973781552703,1,0.172749052993732,1,0.192397548289347
0.220738563427671,1,0.166898171162932,1,0.188475223579998
0.159903878879029,1,0.170930418139744,1,0.181846307838198
0.141018972482275,1,0.171919773525788,1,0.183009985315144
0.174512807010483,1,0.170079821016857,1,0.176325012620305
0.257186061000844,1,0.163863991251084,1,0.175471549513206
0.225119469761696,1,0.166557979946154,1,0.178353981521019
0.141102174458016,1,0.171915687202768,1,0.203035452832639
0.106733415508949,0,0.173398418880382,1,0.196579721379618
0.153338809117882,1,0.171288444264443,1,0.179010538325536
0.175445597704527,1,0.17002298342615,1,0.182108791628359
0.128362558574885,1,0.17251328679712,1,0.189073618385803
0.219550088147411,1,0.166989305471692,1,0.176950997226087
0.190188407476389,1,0.169084382526912,1,0.182143095623074
0.28975284247099,0,0.160760535353857,1,0.191403796502273
0.168455772589003,1,0.170441515075158,1,0.186284905541447
0.203935638422611,1,0.168140890158888,1,0.186735533030438
0.193397487949767,1,0.168870034504785,1,0.190024447217606
0.215532906412776,1,0.167293702396292,1,0.186127851213745
0.0998263178773068,0,0.173646756828417,0,0.201347975727869
0.0998367345175555,0,0.173646394816853,0,0.184717531202123
0.200980830923835,1,0.168349242779361,1,0.194626588258662
0.14197020706501,1,0.171872911431242,1,0.189571984735328
0.205757181124522,1,0.168010930509159,1,0.190679418451266
0.161137984309883,1,0.17086143919385,1,0.188680016193101
0.126744108461526,1,0.172585158892711,1,0.194421726371189
0.233832888868993,1,0.16586145186722,1,0.176360695823589
0.193097390531674,1,0.16889023146313,1,0.187817014006972
0.200942369030318,1,0.168351934772949,1,0.212535346341105
0.208858067583885,1,0.167787033265979,1,0.185225866804711
0.142628288215165,1,0.171840306911287,1,0.198011504837708
0.228463601674156,1,0.16629379116954,1,0.181253481980065
0.281946278854802,1,0.161538220771086,1,0.179292452036524
0.23448310267385,1,0.165808413277174,1,0.188190861610138
0.095091560480579,0,0.173807393016064,0,0.20323774205206
0.231968798341778,1,0.166012689870595,1,0.178978146912321
0.215871557904999,1,0.167268258773431,1,0.190215116545903
0.189373536472828,1,0.169138239584673,1,0.186268409081449
0.207297125484641,1,0.167900159114128,1,0.193237586753946
0.241086327936621,1,0.165261424583479,1,0.189336162342668
0.259048613520937,1,0.16369648488539,1,0.185858830445908
0.237743986461136,1,0.165540194500787,1,0.175739688727876
0.179322019955289,1,0.169783532919094,1,0.197953032361451
0.170668159474566,1,0.170310885330015,1,0.183389152992881
0.172800046534862,1,0.170183394704378,1,0.195473912967263
0.260623439224416,1,0.163553909872443,1,0.189654114733971
0.15231028058302,1,0.171343174329322,1,0.195552279148519
0.202317744298088,1,0.168255350022041,1,0.201070524900306
0.218883519800215,1,0.16704020339452,1,0.188742867861935
0.247111583580863,1,0.164749035320082,1,0.194682861334789
0.269282181605684,1,0.162754530432528,1,0.192330819698999
0.226603992153929,1,0.166441183211973,1,0.18571910955068
0.228521434530009,1,0.166289188011347,1,0.193402076166116
0.180800641088865,1,0.169690816970946,1,0.18411373312627
0.24860282817566,1,0.164620263346727,1,0.182755224596769
0.231338171484952,1,0.166063579618244,1,0.178147931536049
0.210541653698009,1,0.167664066503874,1,0.183127182277371
0.184599731339269,1,0.169449102808971,1,0.182489938913788
0.161356949829159,1,0.170849144922046,1,0.191464269452735
0.184163967057749,1,0.169477083432723,1,0.182526708929644
0.203977603681427,1,0.168137909130601,1,0.170349874645026
0.209630810239273,1,0.167730715970231,1,0.188348984224968
0.162364004166131,1,0.170792386642526,1,0.19803417127077
0.219067922025587,1,0.167026138290563,1,0.182497653532056
0.197097832245754,1,0.168618415668175,1,0.189632492603649
0.202350170226004,1,0.168253064974887,1,0.19477596961249
0.210760267187859,1,0.167648026763737,1,0.18529316955712
0.180369660678501,1,0.169717920004657,1,0.195045457701792
0.226591749192154,1,0.166442149587303,1,0.189256588262643
0.24276559361535,1,0.165119892990667,1,0.191098009627756
0.168955126098076,1,0.170412179957506,1,0.178627909375174
0.201768388071552,1,0.168294007293287,1,0.190707668840148
0.187626392989253,1,0.169252932794156,1,0.185443843258954
0.259126839794724,1,0.163689423198715,1,0.197403369778869
0.189982537322504,1,0.169098010905223,1,0.182718460345802
0.233910725889259,1,0.165855110396805,1,0.194921025311947
0.236233600301164,1,0.16566489021143,1,0.190357628618545
0.218928693238674,1,0.167036758930555,1,0.197490824931895
0.282867024739895,0,0.161447604110067,1,0.196641820986697
0.274275055515559,1,0.16228168422515,1,0.184361146571593
0.221903048914661,1,0.166808398512218,1,0.181379208499411
0.211890775588725,1,0.167564815029341,1,0.18801441591701
0.254759590929264,1,0.164080396131511,1,0.188700204962819
0.18453354545863,1,0.169453356898301,1,0.177536375598165
0.256388932508733,1,0.163935309921434,1,0.168114033723501
